"id","createdAt","processingDuration","status","chunk_statuses"
"120048","2023-07-31 02:12:47.605256","94.306698","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:14:00.083882"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:14:12.898129"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:14:05.300513"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:13:41.134703"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:14:06.203357"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:14:11.166139"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:14:21.711175"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:14:18.858519"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:13:56.855276"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:14:03.482007"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:14:03.522782"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:14:08.030695"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:14:11.805342"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120049","2023-07-31 02:12:57.505799","85.967887","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:13:16.341649"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:13:15.923844"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:14:22.404958"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:14:11.848694"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:14:17.224883"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:14:22.895204"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:14:23.239380"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:13:54.312153"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:13:14.434494"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:14:12.407475"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:14:18.436156"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:14:19.912769"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:14:15.273474"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120050","2023-07-31 02:13:07.509704","147.113018","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:14:22.583485"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:13:26.160315"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:14:23.812008"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:13:43.486488"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:13:57.016476"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:13:25.658606"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:15:34.258911"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:15:32.819656"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:13:53.984525"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:13:19.211978"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:13:24.325564"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:13:20.131544"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:13:43.953516"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120051","2023-07-31 02:13:17.50589","167.186466","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:15:23.579129"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:15:53.178455"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:13:34.116545"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:13:27.488490"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:13:31.635140"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:15:30.093926"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:13:33.588272"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:16:04.512734"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:14:12.884770"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:13:33.008114"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:15:33.839644"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:15:39.600673"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:14:55.724223"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120052","2023-07-31 02:13:27.505952","159.124394","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:13:40.492672"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:15:59.165962"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:13:55.974954"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:13:38.823627"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:13:50.450623"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:13:43.711114"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:13:57.633095"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:16:06.114891"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:15:19.517086"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:13:38.702808"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:15:26.387139"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:13:39.876901"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:13:38.752159"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120053","2023-07-31 02:13:37.51001","158.190771","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:15:49.809187"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:14:12.948064"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:14:10.344892"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:15:15.473665"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:15:47.696085"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:16:15.546502"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:16:13.665207"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:13:57.147556"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:15:28.376401"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:15:38.409281"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:13:56.096988"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:13:51.837602"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:13:49.784148"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120054","2023-07-31 02:13:47.508607","146.073432","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:14:01.813978"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:16:11.091223"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:16:10.839247"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:15:49.067384"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:15:55.262290"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:14:05.791547"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:14:07.673950"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:14:06.043703"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:13:59.339093"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:15:53.981471"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:16:13.394460"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:16:06.602580"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:13:59.876733"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120055","2023-07-31 02:13:57.508507","142.100526","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:14:10.036278"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:14:23.824827"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:16:16.088693"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:15:53.127353"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:16:14.366282"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:16:06.206053"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:16:19.015000"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:16:06.074347"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:15:40.935740"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:14:12.560407"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:14:21.520346"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:16:05.095807"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:14:11.642619"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120056","2023-07-31 02:14:07.509157","129.944345","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:16:06.602077"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:14:25.875239"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:14:25.743396"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:14:23.537987"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:14:27.548207"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:14:28.396810"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:14:26.911269"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:16:17.006889"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:14:23.733734"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:14:24.226970"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:14:23.396193"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:16:17.260657"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:16:06.881140"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120057","2023-07-31 02:14:17.50926","19.820493","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:14:30.102222"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:14:36.122512"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:14:30.343218"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:14:33.053000"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:14:33.102265"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:14:33.766288"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:14:37.140437"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:14:32.337849"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:14:30.745349"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:14:35.900471"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:14:36.949881"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:14:34.672867"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:14:36.035138"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120058","2023-07-31 02:14:27.512288","49.731584","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:14:40.422509"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:14:51.629824"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:14:49.758105"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:14:57.101387"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:15:02.577662"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:14:53.677479"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:15:16.922440"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:14:59.358084"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:14:56.648922"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:15:06.299780"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:14:56.992173"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:14:40.274750"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:14:42.497417"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120059","2023-07-31 02:14:37.506145","28.057619","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:15:02.596468"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:14:55.806104"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:14:50.154643"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:14:57.040908"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:14:57.812045"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:14:53.194629"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:14:57.283501"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:14:52.727328"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:14:48.420172"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:15:05.315964"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:14:51.250916"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:14:52.788993"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:14:56.825135"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120060","2023-07-31 02:14:47.505314","46.835178","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:15:01.548149"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:15:07.568924"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:15:06.271946"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:14:57.497305"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:15:15.572509"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:15:19.371790"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:15:34.079780"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:15:03.187536"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:15:15.501130"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:15:02.606131"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:15:02.305028"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:15:01.554537"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:15:00.663205"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120061","2023-07-31 02:14:57.521364","51.642218","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:15:13.486096"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:15:15.363856"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:15:11.507776"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:15:07.477963"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:15:12.835304"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:15:16.938538"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:15:48.975835"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:15:13.597076"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:15:08.713761"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:15:12.229142"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:15:15.287477"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:15:10.504193"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:15:12.347289"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
"120064","2023-07-31 02:15:07.508432","71.965192","LABELLING_FINISHED","{""0"": {""dt"": ""2023-07-31T02:15:54.464832"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""1"": {""dt"": ""2023-07-31T02:15:22.810670"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""2"": {""dt"": ""2023-07-31T02:15:23.483255"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""3"": {""dt"": ""2023-07-31T02:15:22.503762"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""4"": {""dt"": ""2023-07-31T02:15:19.071830"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""5"": {""dt"": ""2023-07-31T02:15:24.957078"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""6"": {""dt"": ""2023-07-31T02:16:17.433216"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""7"": {""dt"": ""2023-07-31T02:16:18.981497"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""8"": {""dt"": ""2023-07-31T02:15:33.767179"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""9"": {""dt"": ""2023-07-31T02:15:19.367292"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""10"": {""dt"": ""2023-07-31T02:15:24.064467"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""11"": {""dt"": ""2023-07-31T02:15:44.568767"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}, ""12"": {""dt"": ""2023-07-31T02:15:59.163787"", ""status"": ""LABELLING_FINISHED"", ""weight"": 32}}"
