"id","createdAt","processingDuration"
"121178","2023-07-31 08:00:15.140475","152.066384"
"121179","2023-07-31 08:00:16.180408","197.566574"
"121180","2023-07-31 08:00:17.13506","202.10277"
"121181","2023-07-31 08:00:18.15757","130.56847"
"121182","2023-07-31 08:00:19.147768","96.88612"
"121183","2023-07-31 08:00:20.15295","63.529075"
"121184","2023-07-31 08:00:21.140638","124.017284"
"121185","2023-07-31 08:00:22.14927","171.050054"
"121186","2023-07-31 08:00:23.138059","196.234316"
"121187","2023-07-31 08:00:24.135409","154.578378"
"121188","2023-07-31 08:00:25.145954","146.315082"
"121189","2023-07-31 08:00:26.144605","104.878325"
"121190","2023-07-31 08:00:27.138535","201.268416"
"121191","2023-07-31 08:00:28.15126","246.007432"
"121192","2023-07-31 08:00:29.14342","207.47971"
"121193","2023-07-31 08:00:30.150387","186.534104"
"121194","2023-07-31 08:00:31.154876","169.388736"
"121195","2023-07-31 08:00:32.158734","106.214067"
"121196","2023-07-31 08:00:33.134261","161.285983"
"121197","2023-07-31 08:00:34.141569","134.670123"
"121198","2023-07-31 08:00:35.148295","189.94289"
"121199","2023-07-31 08:00:36.146429","190.389386"
"121200","2023-07-31 08:00:37.157091","189.845508"
"121201","2023-07-31 08:00:38.151505","221.262775"
"121202","2023-07-31 08:00:39.143817","210.574375"
"121203","2023-07-31 08:00:40.155327","176.921416"
"121204","2023-07-31 08:00:41.146881","190.943405"
"121205","2023-07-31 08:00:42.141567","123.123745"
"121206","2023-07-31 08:00:43.150477","174.157565"
"121207","2023-07-31 08:00:44.147771","144.99092"
"121208","2023-07-31 08:00:45.146335","223.081185"
"121209","2023-07-31 08:00:46.141671","98.996502"
"121210","2023-07-31 08:00:47.149859","200.031459"
"121211","2023-07-31 08:00:48.138666","141.549806"
"121212","2023-07-31 08:00:49.133087","178.195508"
"121213","2023-07-31 08:00:50.144238","201.558872"
"121214","2023-07-31 08:00:51.152006","201.143008"
"121215","2023-07-31 08:00:52.149009","159.031913"
"121216","2023-07-31 08:00:53.14751","192.329036"
"121217","2023-07-31 08:00:54.143079","168.336653"
"121218","2023-07-31 08:00:55.140392","222.365533"
"121219","2023-07-31 08:00:56.142436","83.988845"
"121220","2023-07-31 08:00:57.13972","187.158339"
"121221","2023-07-31 08:00:58.141737","155.556091"
"121222","2023-07-31 08:00:59.144292","161.075396"
"121223","2023-07-31 08:01:00.14683","185.855217"
"121224","2023-07-31 08:01:01.13768","216.144884"
"121225","2023-07-31 08:01:02.142704","213.75286"
"121226","2023-07-31 08:01:03.159368","209.30689"
"121227","2023-07-31 08:01:04.149555","151.49482"
"121228","2023-07-31 08:01:05.139535","175.5079"
"121229","2023-07-31 08:01:06.134555","179.633023"
"121230","2023-07-31 08:01:07.142077","200.777802"
"121231","2023-07-31 08:01:08.155666","181.783621"
"121232","2023-07-31 08:01:09.14539","202.598975"
"121233","2023-07-31 08:01:10.1403","148.37045"
"121234","2023-07-31 08:01:11.143092","171.99098"
"121235","2023-07-31 08:01:12.138794","70.156825"
"121236","2023-07-31 08:01:13.146361","200.71922"
"121237","2023-07-31 08:01:14.14933","201.290939"
"121238","2023-07-31 08:01:15.149554","197.661579"
"121239","2023-07-31 08:01:16.151431","176.351712"
"121240","2023-07-31 08:01:17.145565","201.621362"
"121241","2023-07-31 08:01:18.146613","197.470779"
"121242","2023-07-31 08:01:19.14847","195.326185"
"121243","2023-07-31 08:01:20.14084","174.025888"
"121244","2023-07-31 08:01:21.14168","198.037651"
"121245","2023-07-31 08:01:22.144618","235.666849"
"121246","2023-07-31 08:01:23.134251","232.891702"
"121247","2023-07-31 08:01:24.145794","191.3017"
"121248","2023-07-31 08:01:25.144421","119.455956"
"121249","2023-07-31 08:01:26.143716","68.017118"
"121250","2023-07-31 08:01:27.143422","199.325075"
"121251","2023-07-31 08:01:28.138009","63.647875"
"121252","2023-07-31 08:01:29.147015","222.717423"
"121253","2023-07-31 08:01:30.14777","73.759617"
"121254","2023-07-31 08:01:31.149409","77.814601"
"121255","2023-07-31 08:01:32.142666","55.491938"
"121256","2023-07-31 08:01:33.147713","132.527485"
"121257","2023-07-31 08:01:34.13534","95.07308"
"121258","2023-07-31 08:01:35.150921","54.597352"
"121259","2023-07-31 08:01:36.13947","159.635396"
"121260","2023-07-31 08:01:37.144123","148.568263"
"121261","2023-07-31 08:01:38.156402","179.266881"
"121262","2023-07-31 08:01:39.160677","180.345826"
"121263","2023-07-31 08:01:40.14221","229.438228"
"121264","2023-07-31 08:01:41.134858","232.900342"
"121265","2023-07-31 08:01:42.150368","195.043066"
"121266","2023-07-31 08:01:43.145854","204.956196"
"121267","2023-07-31 08:01:44.136223","180.782605"
"121268","2023-07-31 08:01:45.146334","186.300443"
"121269","2023-07-31 08:01:46.152305","181.493893"
"121270","2023-07-31 08:01:47.156096","206.755232"
"121271","2023-07-31 08:01:48.148471","179.875158"
"121272","2023-07-31 08:01:49.143974","56.343535"
"121273","2023-07-31 08:01:50.146286","177.552922"
"121274","2023-07-31 08:01:51.145155","173.599489"
"121275","2023-07-31 08:01:52.136043","180.382654"
"121276","2023-07-31 08:01:53.150855","201.562459"
"121277","2023-07-31 08:01:54.144701","200.708044"
"121278","2023-07-31 08:01:55.139756","203.767041"
"121279","2023-07-31 08:01:56.139321","164.836735"
"121280","2023-07-31 08:01:57.148969","46.082989"
"121281","2023-07-31 08:01:58.148715","191.399408"
"121282","2023-07-31 08:01:59.141949","200.122503"
"121283","2023-07-31 08:02:00.143374","164.932921"
"121284","2023-07-31 08:02:01.148356","188.591214"
"121285","2023-07-31 08:02:02.148314","220.013984"
"121286","2023-07-31 08:02:03.149208","214.361922"
"121287","2023-07-31 08:02:04.14439","43.887716"
"121288","2023-07-31 08:02:05.140464","39.239596"
"121289","2023-07-31 08:02:06.149043","229.555076"
"121290","2023-07-31 08:02:07.135702","158.479047"
"121291","2023-07-31 08:02:08.149956","216.181699"
"121292","2023-07-31 08:02:09.142028","211.923776"
"121293","2023-07-31 08:02:10.154631","195.398691"
"121294","2023-07-31 08:02:11.138183","167.364248"
"121295","2023-07-31 08:02:12.143503","110.735006"
"121296","2023-07-31 08:02:13.14828","196.853578"
"121297","2023-07-31 08:02:14.138497","114.298521"
"121298","2023-07-31 08:02:15.1391","164.175828"
"121299","2023-07-31 08:02:16.154737","207.591186"
"121300","2023-07-31 08:02:17.147357","44.763167"
"121301","2023-07-31 08:02:18.150488","145.692149"
"121302","2023-07-31 08:02:19.143052","192.249981"
"121303","2023-07-31 08:02:20.154741","232.110865"
"121304","2023-07-31 08:02:21.155037","154.940971"
"121305","2023-07-31 08:02:22.146385","178.829362"
"121306","2023-07-31 08:02:23.145649","217.030174"
"121307","2023-07-31 08:02:24.139237","153.403532"
"121308","2023-07-31 08:02:25.153356","199.166719"
"121309","2023-07-31 08:02:26.157376","202.928971"
"121310","2023-07-31 08:02:27.152685","215.808036"
"121311","2023-07-31 08:02:28.148208","181.608085"
"121312","2023-07-31 08:02:29.142161","221.728633"
"121313","2023-07-31 08:02:30.155677","165.200045"
"121314","2023-07-31 08:02:31.154604","183.08225"
"121315","2023-07-31 08:02:32.159991","133.824764"
"121316","2023-07-31 08:02:33.150167","184.336373"
"121317","2023-07-31 08:02:34.149745","275.667413"
"121318","2023-07-31 08:02:35.150542","160.131974"
"121319","2023-07-31 08:02:36.136815","163.834683"
"121320","2023-07-31 08:02:37.135195","180.275536"
"121321","2023-07-31 08:02:38.14535","211.461933"
"121322","2023-07-31 08:02:39.134666","240.919115"
"121323","2023-07-31 08:02:40.137761","171.142665"
"121324","2023-07-31 08:02:41.15291","196.439629"
"121325","2023-07-31 08:02:42.143447","239.237369"
"121326","2023-07-31 08:02:43.142429","182.989752"
"121327","2023-07-31 08:02:44.149117","201.80288"
"121328","2023-07-31 08:02:45.13746","201.04624"
"121329","2023-07-31 08:02:46.144516","166.057806"
"121330","2023-07-31 08:02:47.14444","217.462235"
"121331","2023-07-31 08:02:48.144963","268.224266"
"121332","2023-07-31 08:02:49.147415","253.075424"
"121333","2023-07-31 08:02:50.14696","227.646307"
"121334","2023-07-31 08:02:51.143349","272.101661"
"121335","2023-07-31 08:02:52.156144","257.372489"
"121336","2023-07-31 08:02:53.144151","241.41028"
"121337","2023-07-31 08:02:54.147226","250.85"
"121338","2023-07-31 08:02:55.146874","261.722277"
"121339","2023-07-31 08:02:56.13381","341.331037"
"121340","2023-07-31 08:02:57.150716","204.021695"
"121341","2023-07-31 08:02:58.144824","224.83889"
"121342","2023-07-31 08:02:59.148462","229.068517"
"121343","2023-07-31 08:03:00.138932","249.8002"
"121344","2023-07-31 08:03:01.155493","253.94748"
"121345","2023-07-31 08:03:02.145259","221.852454"
"121346","2023-07-31 08:03:03.139865","248.667379"
"121347","2023-07-31 08:03:04.156817","259.271584"
"121348","2023-07-31 08:03:05.14155","261.387677"
"121349","2023-07-31 08:03:06.1413","264.197795"
"121350","2023-07-31 08:03:07.144509","256.286491"
"121351","2023-07-31 08:03:08.155125","247.190504"
"121352","2023-07-31 08:03:09.145771","245.745425"
"121353","2023-07-31 08:03:10.143206","244.998723"
"121354","2023-07-31 08:03:11.14953","238.735758"
"121355","2023-07-31 08:03:12.136674","232.561679"
"121356","2023-07-31 08:03:13.155894","241.844919"
"121357","2023-07-31 08:03:14.152008","227.83769"
"121358","2023-07-31 08:03:15.14008","238.077067"
"121359","2023-07-31 08:03:16.146314","254.711009"
"121360","2023-07-31 08:03:17.148473","209.211895"
"121361","2023-07-31 08:03:18.142323","230.100914"
"121362","2023-07-31 08:03:19.152152","215.685185"
"121363","2023-07-31 08:03:20.15438","239.045072"
"121364","2023-07-31 08:03:21.150666","184.77139"
"121365","2023-07-31 08:03:22.155713","224.948955"
"121366","2023-07-31 08:03:23.145834","277.193188"
"121367","2023-07-31 08:03:24.144402","277.222194"
"121368","2023-07-31 08:03:25.143214","283.613567"
"121369","2023-07-31 08:03:26.155683","240.328605"
"121370","2023-07-31 08:03:27.1414","285.631369"
"121371","2023-07-31 08:03:28.155568","252.307216"
"121372","2023-07-31 08:03:29.141148","281.867528"
"121373","2023-07-31 08:03:30.150643","245.741935"
"121374","2023-07-31 08:03:31.139774","256.269028"
"121375","2023-07-31 08:03:32.152515","242.197264"
"121376","2023-07-31 08:03:33.141947","259.574419"
"121377","2023-07-31 08:03:34.135553","301.023602"
"121378","2023-07-31 08:03:35.157842","258.386623"
"121379","2023-07-31 08:03:36.149183","272.290155"
"121380","2023-07-31 08:03:37.148589","299.146928"
"121381","2023-07-31 08:03:38.147503","297.935728"
"121382","2023-07-31 08:03:39.143787","302.489226"
"121383","2023-07-31 08:03:40.156078","297.465389"
"121384","2023-07-31 08:03:41.144598","297.406197"
"121385","2023-07-31 08:03:42.149806","297.911249"
"121386","2023-07-31 08:03:43.139437","292.239186"
"121387","2023-07-31 08:03:44.151924","290.133347"
"121388","2023-07-31 08:03:45.138583","155.191132"
"121389","2023-07-31 08:03:46.140777","248.879098"
"121390","2023-07-31 08:03:47.141753","291.801188"
"121391","2023-07-31 08:03:48.143866","265.340332"
"121392","2023-07-31 08:03:49.152718","292.558441"
"121393","2023-07-31 08:03:50.146624","120.823202"
"121394","2023-07-31 08:03:51.133332","289.275647"
"121395","2023-07-31 08:03:52.139798","289.786914"
"121396","2023-07-31 08:03:53.1524","288.804777"
"121397","2023-07-31 08:03:54.150437","147.815764"
"121398","2023-07-31 08:03:55.144487","282.708482"
"121399","2023-07-31 08:03:56.147307","276.824742"
"121400","2023-07-31 08:03:57.142103","66.917546"
"121401","2023-07-31 08:03:58.145749","144.659104"
"121402","2023-07-31 08:03:59.138349","44.590688"
"121403","2023-07-31 08:04:00.143171","46.121049"
"121404","2023-07-31 08:04:01.151201","72.138849"
"121405","2023-07-31 08:04:02.151801","120.14611"
"121406","2023-07-31 08:04:03.142089","210.78933"
"121407","2023-07-31 08:04:04.140223","107.262778"
"121408","2023-07-31 08:04:05.137821","142.335318"
"121409","2023-07-31 08:04:06.143603","191.34117"
"121410","2023-07-31 08:04:07.145694","60.058759"
"121411","2023-07-31 08:04:08.140463","204.226932"
"121412","2023-07-31 08:04:09.144688","109.033058"
"121413","2023-07-31 08:04:10.139624","195.68464"
"121414","2023-07-31 08:04:11.146982","93.691251"
"121415","2023-07-31 08:04:12.147352","255.698378"
"121416","2023-07-31 08:04:13.152176","81.634779"
"121417","2023-07-31 08:04:14.153749","207.104118"
"121418","2023-07-31 08:04:15.144461","211.110468"
"121419","2023-07-31 08:04:16.148472","179.515585"
"121420","2023-07-31 08:04:17.145232","193.682387"
"121421","2023-07-31 08:04:18.144115","101.284772"
"121422","2023-07-31 08:04:19.134872","249.156598"
"121423","2023-07-31 08:04:20.150115","249.538473"
"121424","2023-07-31 08:04:21.140392","216.276147"
"121425","2023-07-31 08:04:22.14314","103.272054"
"121426","2023-07-31 08:04:23.14689","169.077826"
"121427","2023-07-31 08:04:24.135216","84.400279"
"121428","2023-07-31 08:04:25.147307","223.200108"
"121429","2023-07-31 08:04:26.146075","236.974136"
"121430","2023-07-31 08:04:27.147868","208.378523"
"121431","2023-07-31 08:04:28.152769","188.191116"
"121432","2023-07-31 08:04:29.134634","193.10088"
"121433","2023-07-31 08:04:30.133453","92.196416"
"121434","2023-07-31 08:04:31.144271","203.559699"
"121435","2023-07-31 08:04:32.151138","184.449697"
"121436","2023-07-31 08:04:33.144897","229.667586"
"121437","2023-07-31 08:04:34.149886","238.0212"
"121438","2023-07-31 08:04:35.135293","219.849864"
"121439","2023-07-31 08:04:36.141605","178.516565"
"121440","2023-07-31 08:04:37.15014","69.829388"
"121441","2023-07-31 08:04:38.147864","170.726594"
"121442","2023-07-31 08:04:39.150299","216.143785"
"121443","2023-07-31 08:04:40.157246","230.807585"
"121444","2023-07-31 08:04:41.135722","81.606015"
"121445","2023-07-31 08:04:42.146827","80.81718"
"121446","2023-07-31 08:04:43.152224","210.490383"
"121447","2023-07-31 08:04:44.156361","185.343839"
"121448","2023-07-31 08:04:45.151247","226.867132"
"121449","2023-07-31 08:04:46.141005","204.614174"
"121450","2023-07-31 08:04:47.139279","92.665026"
"121451","2023-07-31 08:04:48.140866","102.639462"
"121452","2023-07-31 08:04:49.14714","226.865392"
"121453","2023-07-31 08:04:50.136779","207.270694"
"121454","2023-07-31 08:04:51.159893","186.386553"
"121455","2023-07-31 08:04:52.146395","220.913811"
"121456","2023-07-31 08:04:53.144295","88.084565"
"121457","2023-07-31 08:04:54.143208","161.228428"
"121458","2023-07-31 08:04:55.139026","78.311486"
"121459","2023-07-31 08:04:56.148312","217.469544"
"121460","2023-07-31 08:04:57.152095","94.396835"
"121461","2023-07-31 08:04:58.142468","213.177102"
"121462","2023-07-31 08:04:59.148722","166.032408"
"121463","2023-07-31 08:05:00.158624","75.348585"
"121464","2023-07-31 08:05:01.150829","92.019249"
"121465","2023-07-31 08:05:02.137955","167.971264"
"121466","2023-07-31 08:05:03.160896","194.055079"
"121467","2023-07-31 08:05:04.133702","204.697362"
"121468","2023-07-31 08:05:05.147691","188.183323"
"121469","2023-07-31 08:05:06.154089","194.545679"
"121471","2023-07-31 08:05:07.138659","74.71577"
"121472","2023-07-31 08:05:08.154296","87.234197"
"121474","2023-07-31 08:05:09.140155","79.439333"
"121475","2023-07-31 08:05:10.135266","92.095074"
"121476","2023-07-31 08:05:11.144094","103.22626"
"121477","2023-07-31 08:05:12.145473","96.963386"
"121478","2023-07-31 08:05:13.143343","80.035137"
"121479","2023-07-31 08:05:14.148987","97.110342"
"121480","2023-07-31 08:05:15.150332","95.535437"
